cleaned_comment;Sentiment
rt bnpt mendeteksi kelompok teroris jamah ansharut daulah jad mengalang dana peristiwa gempa cianjur newsupdate;Netral
bnpt mendeteksi kelompok teroris jamah ansharut daulah jad mengalang dana peristiwa gempa cianjur newsupdate update news text;Netral
bnpt kelompok teroris galang dana gempa cianjur pernyatan kapolda jabar;Netral
polda jabar selidiki aliran dana bantuan gempa cianjur jaringan terorisme jad ridwankamil;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjurtelkom menyerahkan bantuan bangunan sekolah sdn cibulakan kab cianjur telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjur telkom menyerahkan bantuan bangunan sekolah sdn cibulakan kec cugenang kab cianjur telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
kementerian pupr targetkan risha warga relokasi gempa cianjur rampung lebaran presidenindonesiamaju jokowidodo;Netral
rt jahat kalo beneran dana orang kesulitan kena bencana dipakai terorisme;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
baca berita dana gempa cianjur keperluan terorisme duga kelompok terorisme mengalang dana mengatasnamakan gempa cianjur;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya cibulakan kec cugenang kab cianjur telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
jahat kalo beneran dana orang kesulitan kena bencana dipakai terorisme;Netral
wahahahaha korban gempa cianjur bangunan sekolah direnovasi kak woah keren masuk sma kak;Netral
patk endus dugan pengalangan dana gempa cianjur terorisme;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuantelkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
naloh hati berdonasi lg uang donasi korban gempa cianjur dipake biayai teroris;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
hai sobatbumn pt pln persero program pln mengajar hadir cimanahayu sekolah dasar rubuh dampak gempa cianjur plnuntukindonesiaunleashingenergyandbeyondplnpedulicianjur;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjurtelkom berkomitmen membantu masyarakat membutuhkan salah bentuk pengabdian negeri telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
rt sedih lihat lembaga negara berlomba berbicara terorisme merusak reputasi hukum keama;Netral
apapun halal jualan agama jualan kemanusian memperkaya kegiatan kelompoknya melawan negara kedok agama;Netral
orang kyk gini pantesnya bilang;Netral
klo buktikan aja publik gk diendus kayak anjing;Netral
alasan kuat selektif memilih lembaga penyalur dana kemanusian kalo gini namanya sekedar biadab;Netral
astagfirulahal adzim patk endus aliran dana gempa cianjur terorisme;Netral
takbir;Netral
dugan bedebah pemabok agama;Negatif
astagarajatega;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjur;Netral
berjihad menghancurkan indonesia musti istiqomah berjihad tegakan nkri;Netral
kadang heran dg kinerja terkesan profesional mega korupsi dana bansos jiwasraya asabri gerobak umkm bank jateng mbideg mbudeg tetiba gercep gempa cianjur lempar kotoran stigma terorisme asumsi liar pengadilan;Negatif
musim jualan tema terorisme gerombolan tukang tebar hasutan lgsg gercep dg asumsi negatif bertujuan tutup ketidakmampuan rezim pemerintahan acakadut tangani musibah gempa cianjur jd inget nasib korban gempa lombok miris;Netral
gih biar paham;Netral
link beritanya;Netral
menhan prabowo subianto tinjau warga terdampak gempa cianjur riau prabowopeduli bangkitbersama;Netral
what;Netral
kepala badan nasional penangulangan terorisme bnpt boy rafli amar kemarin menyebut kelompok jamah ansharud daulah jad mengalang dana terkait gempa cianjur sat rapat kerja komisi i dpr;Netral
sedih lihat lembaga negara berlomba berbicara terorisme merusak reputasi hukum keamanan berkesan lembaga keamanan bodoh sat ribuan rekening pejabat gendut aman aman;Netral
haiz pengalangan dana dimanfatkan;Netral
gila banget patk endus aliran dana gempa cianjur terorisme tega banget dimana kemanusian;Netral
kelompok teroris jad mengalang dana gempa cianjur;Netral
patk cium aliran dana gempa cianjur kegiatan terorisme;Netral
rt keluarga dja berdukacita musibah gempa cianjur;Netral
hati donasi aja ni gempa turki ganas mainya;Netral
gerak cepat ahy langsung instruksikan kader bantu korban gempa cianjur ahypolitikusmendunia;Netral
cepat ketemukan sumber bau busuknya;Netral
bencana membawa berkah ala kadrun patk endus aliran dana gempa cianjur terorisme;Netral
identitas kadrun kalo ga cabul pengembat donasi patk sumbangan gempa cianjur dibelokan memperkaya pendanan terorisme;Netral
rt act mendonasikan gempa cianjur mendukung teroris isis;Netral
act mendonasikan gempa cianjur mendukung teroris isis;Netral
seram banget nih empati masyarakat donatur tulus membantu korban gempa bumi cianjur jawa barat terindikasi diselewengkan tpu pt;Netral
rt parah cianjir;Netral
parah cianjir;Netral
hm modus kadrun emang licik;Netral
patk endus dugan pengalangan dana gempa cianjur terorismekalo gak salah parpol sapi sat emang bajingan kadrun tuh;Netral
belajarkah act bruh dana diduga digelapkan yayasan dgn mendompleng kegiatan legal tag terkait yuk;Agak Positif
rt lagicnbc indonesia;Netral
gawat nih patk endus dugan pengalangan dana gempa cianjur yayasan diduga terafiliasi pks terindikasi membiayai jaringan terorisme global;Netral
modus organisasi ilegal pendukung isis memanfatkan bencana galang dana bencana diselewengkan giat terorisme waspadausahadanateroriswaspadaormasproisiswaspadaormasterlarangwaspadacapresradikalwaspadaparpolproteroris;Netral
lagicnbc indonesia;Netral
kelompok teroris jad galang dana gempa cianjur dugan pendanan terorisme aktivitas pengumpulan donasi yayasan berorientasi kegiatan sosial kemanusian kepala ivan yustiavandana;Netral
biadab dana kemanusian disalahgunakan unt merusak unt terorisme patk endus aliran dana gempa cianjur terorisme;Netral
fix bantuan cianjur patk endus aliran dana gempa cianjur terorisme;Netral
salah kelompok mengalang dana gempa cianjur jamah ansharud daulah jad didalami patk bnpt;Netral
orang simpati organisasi filantropi indonesiada temuan dana yayasan rp triliun total terindikasi pencucian uang hinga pendanan terorismesalah duganya dana korban gempa cianjur;Netral
sombongnya orang kemarin gempa cianjur papua elu komplotanmi dimana;Netral
ptak menduga pengalangan dana korban gempa cianjur mengalir kegiatan terorisme;Netral
rt peresmian bangunan mck penyaluran bantuan warga terdampak gempabaca selengkapnya;Netral
bahaya bongkar tuntas biar kebuka aliran dananyac ndan patk endus dugan pengalangan dana gempa cianjur terorisme;Netral
wasekjen demokrat bencana gempa cianjur perintah ahy langsung bantu korban ahypolitikusmendunia;Netral
alasan ridwan kamil berkaca gempa cianjur turki bersamajuara;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan bangunan sekolah sdn cibulakan cianjur;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjur bantuan paket sembako ambulans obat obatan lainya tangap darurat telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
demokrat turun bantu korban gempa cianjur demokratspd bareng ahy;Netral
rt patk endus aliran dana gempa cianjur terorisme;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjur bantuan paket sembako ambulans obat obatan lainya tangap darurat;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan bangunan sekolah;Netral
rt duh gempa cianjur momen teroris galang dana;Netral
rt video kepala bnpt jad galang dana bantuan gempa cianjur simak selengkapnya video;Netral
temukan penyimpangan dana gempa cianjur pendanan kelompok teroris ncu kasep kemon eksyen densus kudu libatkan inih gkgkgk;Netral
patk bnpt hasilnya indikasi penyimpangan pengalangan dana gempa cianjur newsupdate update news text;Netral
sobat bumn telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
hai sobatbumn guru sehari pegawai mengajak bermain salah bentuk trauma healing anak anak penyintas gempa cianjur plnpedulicianjurmengajar;Agak Negatif
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan telkom menyerahkan bantuan bangunan sekolah telkomuntukcianjurdigitalbisauntukindonesialebihbaik;Netral
prabowo subianto memeluk warga terdampak gempa cianjur prabowo subianto bangkitbersama prabowopeduli ikutpakde;Netral
rt menhan prabowo subianto bantuan paket korban gempa cianjurprabowopeduli bangkitbersama;Netral
jalankan instruksi ahy wasekjen jovan salurkan bantuan korban gempa cianjur;Netral
kelompok teroris jamah ansharut daulah jad mengalang dana berkedok bantuan kemanusian;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan bangunan;Netral
hai sobat bumn telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan;Netral
gempa cianjur rsud ruang inkubasi lantai perawat;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan bangunan sekolah sdn cibulakan kab cianjur;Netral
mahasiswa ugm terdampak gempa cianjur bantuan biaya pendidikanugm gempacinajur;Netral
jad cari simpati masyarakat pengalangan dana gempa cianjur jad bnpt selandiabaru simpati;Netral
telkom bangun sekolah daerah terdampak bencana gempa cianjursetelah bantuan paket sembako ambulans obat obatan lainya tangap darurat telkom menyerahkan bantuan bangunan sekolah sdn cibulakan kec;Netral
bnpt kelompok jad cari simpati galang dana gempa cianjur cn indonesia opsin kamidi opsiminfo;Netral
instruksi ahy kader demokrat turun langsung bantu korban gempa cianjur;Netral
rt mantan teroris nasir abas menyebut aksi jad mengalang dana dalih korban gempa cianjur modus;Netral
mantan teroris nasir abas menyebut aksi jad mengalang dana dalih korban gempa cianjur modus;Netral
respon cepat dirikan posko bantuan kemanusian gelar trauma healing anak anak korban gempa cianjur;Agak Negatif
gempa cianjur org kristen bantu tenda mreka gangu mreka makan ga mreka melangar hukum ga mreka bantu mreka agama sah indonesia diakui negara tp knp diperlakukan spt kl analogi lu mreka digangu statement budiman;Netral
gercep ahy instruksikan kader bantu korban gempa cianjur;Netral
penghubung gencarkan sosialisai warga korban gempa cianjur;Netral
terdampak gempa cianjur yayasan tarumanagara renovasi madrasah ibtidaiyah al khoeriyah;Netral
terdampak gempa cianjur yayasan tarumanagara renovasi madrasah ibtidaiyah al khoeriyah globalnews;Netral
jazakumulah khairan katsiran donatur dermawan menyisihkan hartanya membantu saudara terdampak gempa cianjur semoga amal kebaikan amin;Netral
pres release bklas berbagi halo bklaser bklas berbagi dilaksanakan november korban gempa cianjur alhamdulilah donasi kemanusian berhasil terkumpul rp donasi disalurkan dompet dhuafa yogyakarta;Netral
rt kerja nyata dlm membantu korban gempa cianjur subhanalah bantu firalkan rt share yah;Agak Positif
kucingku gitu gempa cianjur klo cepet lari ngumpet dikolong meja menit kemudia gempa susulan anw stay safe nder mengnya;Agak Positif
relawan pmi cianjur gelar doa tabur bunga bentuk duka korban gempa turkey pelayanan korban gempa cianjur;Negatif
rt webinar nasional sm iagi itera sm iagi itera proudly present webinar nasional tema gempa cianjur;Positif
rt pengiriman bantuan korban gempa cianjur makanan instan kebutuhan bayi kebutuhan laki laki kebutuhan wanita;Netral
menhan prabowo subianto bantuan paket korban gempa cianjurprabowopeduli bangkitbersama;Netral
prabowo subianto datangi korban gempa cianjur idn times jawa barat prabowopeduli bangkitbersama;Netral
penyintas gempa cianjur ditemukan meningal kamar kontrakan;Netral
duh gempa cianjur momen teroris galang dana;Netral
kelompok teroris galang dana kegiatan sosial bantu korban gempa cianjur;Netral
sat gempa cianjur pengalangan dana abas gak;Netral
bnpt teroris jamah ansharud daulah jad pengalangan dana dalih korban gempa cianjur merebut simpati masyarakat;Netral
video kepala bnpt jad galang dana bantuan gempa cianjur simak selengkapnya video;Netral
lansia korban gempa cianjur ditemukan tewas rumah kontrakan lansia korban gempa ditemukan rumahkontrakan tewas;Netral
kabnewsid;Netral
rt nctzen wayzeni indonesia bantu korban gempa cianjur terimakasih sijeuni berdonasi mel;Netral
bnpt kelompok teroris jad galang dana gempa cianjur idcorner indonesia;Netral
duh gempa cianjur momen teroris galang dana reqnews terorisme jamahansharudaulah jad pengalangandana bnpt;Netral
pegawai mengajak bermain salah bentuk trauma healing anak anak penyintas gempa cianjur siswa senang gembira guru menaruh harapan recovery kondisi gempa pln mengajar;Agak Negatif
bnpt kelompok teroris galang dana gempa cianjur beritajogja jogja jogjaistimewa;Netral
link pendaftaran lupa masuk grup webinar nasional mendaftar so tungu daftarkan webinar nasional secepatnya kupas tuntas gempa cianjur megathrust;Netral
webinar nasional sm iagi itera sm iagi itera proudly present webinar nasional tema gempa cianjur megathrust salah webinar nasional diadakan rangka memeriahkan dies natalis sm iagi itera;Positif
boy rafli menemukan jad galang dana terselubung berkedong kemanusian korban gempa cianjur newsupdate update news text;Netral
bnpt jad manfatkan gempa cianjur galang dana terorisme;Netral
dirgahayu setiadi korban gempa cianjur ditemukan tewas membusuk kamar kontrakanya kampung sedong kelurahan bojongherang kecamatan cianjur mingu februari;Netral
bnpt kelompok teroris galang dana gempa cianjur;Netral
penyintas gempa cianjur ditemukan meningal kamar kontrakanya mengungsi kontrakan tahan tenda pengungsian;Netral
maf dark gempa cianjur;Netral
lansia penyintas gempa cianjur meningal dunia kontrakan;Netral
hehehe gempa cianjurgiliran duit kafir terima haramkansementara kafir usir lokasi gempaterus menuntut hormati disanjung sbg agama rahmat alam puji islam indah;Netral
gempa cianjur gua jaksel aja udah panik deg degan gak karuan;Netral
proses rehab masjid madrasah trdampak gempa cianjur relawan nu peduli sragen nu peduli kota pekalongan nu peduli jateng brsama anak anak lokasi asyik ber terbang coba tebak lagunya tg;Netral
turki gempa cianjur aja bantuan semerawut kagak gampang bener cari duit pribadi;Netral
rt airnya haram gk olah dgn alat bantuan israel untung gk korban gempa cianjur mubazir;Netral
airnya haram gk olah dgn alat bantuan israel untung gk korban gempa cianjur mubazir alat;Netral
dimana army belahan dunia gempa cianjur tragedi kanjuruhan maklumin krn dunia ga berputar doang bantu pemerintah negaranya kirim bantuan bentuknya aja klo emg bantu bantu ga ambil pusing;Netral
fans msh tolol aja dibilang nj sat post lagu rekomendasi giliran post lagu lgo interpretasi kejauhan gempa cianjur tragedi kanjuruhan gada indomy bodoh nyuruh dunia stop bts speak up;Agak Negatif
gubernur ridwan kamil dorong rei fokus bangun struktur tahan gempa belajar gempa cianjur turki;Netral
dahlan iskan menuliskan catatan gempa turki gempa cianjur judulnya ilmu gempa gempaturki;Netral
nonton gempa cianjur langsung paeno ga nonton nonton;Netral
pdhl akun gempa cianjur ngepost kampret bgt emang minyak telon dasar kapitalis bgst;Netral
segini mewek inget temen virtualku udah banget nga kabar btw tingal bandung gatau dibagian gempa cianjur udah gapernah kontakan;Netral
belajar gempa cianjur turki ridwan kamil dorong rei fokus bangun struktur tahan goncangan;Netral
selamat malam jars orangbaik eaj come back smile insomnia project part is begin bagikan porsi makanan saji penyintas gempa cianjur donasi runing rp berbagi;Agak Positif
kalo dipingir jalan denger suara gemuruh mobil tronton suka kaget waswas takut gempa trauma gempa cianjur november silam kerasa;Agak Negatif
tingal cianjur awan gempa cianjur buktikan diambil cianjur;Netral
kerja nyata dlm membantu korban gempa cianjur subhanalah bantu firalkan rt share yah;Agak Positif
prabowo berpesan kader gerindra bantuan korban gempa cianjur tutup muzani prabowo subiantoprabowopedulibangkitbersama;Netral
merasakan gempa cianjur ketua partai gerindra prabowo subianto langsung memerintahkan mengirim bantuan pasca bencana prabowo subiantoprabowopeduli bangkitbersama;Netral
ketua partai gerindra prabowo subianto memerintahkan kadernya bantuan korban terdampak bencana gempa cianjur prabowo kadernya gotong royong membantu masyarakat cianjur prabowo subiantoprabowopeduli bangkitbersama;Netral
prabowo perintahkan kader gerindra bantuan korban gempa cianjurprabowo subiantoprabowopeduli bangkitbersama;Netral
dokumentasi penyerahan donasi gempa cianjur halo orang orang donasimu tersalurkan langsung cianjur jawa barat mingu november terimakasih berdonasi semoga amal berkontribusi kebaikan;Netral
seratusan siswa terdampak gempa cianjur bantuan alat sekolah;Netral
mushala nur berlokasi kampung kedung girang ratusan mushala habis luluh lantak akibat gempa cianjur rumta peduli mushala tegak selengkapnya simak video;Netral
berbanding terbalik korban gempa cianjur;Netral
rt relawan garnies dpw jakarta mengunjungi korban gempa cianjur donasi terapi healing korban gempa cia;Netral
sepagi topik sarapanya info terbaru gempa cianjur turki sampe tabrakan galaksi bima sakti pembengkakan matahari;Netral
rt army yuk bantu korban terdampak gempa cianjur teamwork makes the dream work armyforcianjur earthquake;Agak Positif
bin buka posko tangap darurat gempa cianjur;Netral
rt kalo gempa cianjur tenang rumah terdampak gempa bantuan pemerintah juta rupiah bah;Netral
aja lu bilang gempa cianjur jogja aceh palu jayapura jepang chile haiti rekayasa goblok udah dijelasin kalo turki suriah deket lokasi pertemuan lempeng sebutkan;Netral
mulut busuk hedy setya permadi alias abu janda lugas tampakan sbg dr anasir komunis gaya mencuit rasis penderitan korban gempa turki idem dito sat gempa cianjur jalankan tupoksi khas pki pembenci umat islam dg berganti no hp akun;Agak Negatif
rt episenter gempa cianjur gunung gede berjarak km utara barat laut jalur sesar;Netral
kemarin tp pinjem nutupin tenda angin ama ujan maklum korban gempa cianjur heh;Agak Negatif
kak ga ngungsi aja kemaren gempa cianjur keluargaku ngungsi;Netral
sah surat pengaduan warga terdampak gempa cianjur tandatangani dprd;Netral
gempa cianjur turki alami buatan;Netral
korban kanjuruham aja tertawakan korban gempa cianjur melongok menungu realisasi janji janjinya;Netral
edukasi mitigasi bencana krn gak mrka disuruh pindah biar gak kayak gempa cianjur kmrn korban huhu hehehe pecinta alam ngasih edukasi bencana terjun bencana ngasih trauma healing;Agak Negatif
menhan prabowo subianto bantuan paket korban gempa cianjurprabowopeduli ikutpakde;Netral
prabowo cek masyarakat terdampak gempa cianjurprabowopeduli ikutpakde prabowo subianto;Netral
prabowo subianto kecup anak terdampak gempa cianjurprabowopeduli ikutpakde;Netral
tulisan;Netral
jalur pendakian gunung gede pangrango ditutup dampak gempa cianjur;Netral
sesar patahan maksudnya rekahan patahan pd kerak bumi mengalami perubahan posisi pelepasan energi sesar aktif nyebabin gempa bumi kayak kmrn gempa cianjur indo mostly daerah sesar tuh penuh pemukiman penduduk steril kek sesar andreas;Netral
balai taman nasional gunung gede pangrango tngp jawa barat membuka jalur pendakian terhitung jumat november jalur pendakian ditutup dampak gempa cianjur lt regional gunungede;Netral
semoga alah swt merahmati kemudahan ketabahan korban gempa cianjur jawa barat berdoa prabowo subiantoprabowopeduli ikutpakde;Netral
subiantoprabowopeduli ikutpakde;Netral
bkprmi peduli yayasan prabowo subianto bantuan guru mengaji korban gempa cianjurprabowo subiantoprabowopeduli ikutpakde;Netral
dmc dompet dhuafa siapkan hunian warga terdampak gempa cianjur daftar lokasinya;Netral
prabowo bantuan langsung korban gempa cianjur bantuan langsung psd masyarakat pengungsian lapangan taman prawatasari kecamatan cianjur prabowopeduli ikutpakde;Netral
partai gerindra kader kadernya contoh bantuan paket korban gempa cianjur prabowopeduli ikutpakde;Netral
